0.09,0.251181102,-0.582677165,2.958452613
0.14,0.251181102,-0.582677165,2.369538122
0.19,0.251181102,-0.582677165,1.819807341
0.24,0.251181102,-0.582677165,1.348443979
0.29,0.251181102,-0.582677165,0.994631745
0.34,0.251181102,-0.582677165,0.780889361
0.39,0.251181102,-0.582677165,0.66307559
0.44,0.251181102,-0.582677165,0.580384208
0.49,0.251181102,-0.582677165,0.472008989
0.54,0.251181102,-0.582677165,0.303293105
0.59,0.251181102,-0.582677165,0.144177314
0.64,0.251181102,-0.582677165,0.09075177
0.69,0.251181102,-0.582677165,0.239106628
0.74,0.251181102,-0.582677165,0.656905743
0.79,0.251181102,-0.582677165,1.298107774
0.84,0.251181102,-0.582677165,2.088245084
0.89,0.251181102,-0.582677165,2.952850032
0.09,0.251181102,-0.482677165,3.541999898
0.14,0.251181102,-0.482677165,2.953085407
0.19,0.251181102,-0.482677165,2.403354625
0.24,0.251181102,-0.482677165,1.931991263
0.29,0.251181102,-0.482677165,1.57817903
0.34,0.251181102,-0.482677165,1.364436646
0.39,0.251181102,-0.482677165,1.246622875
0.44,0.251181102,-0.482677165,1.163931493
0.49,0.251181102,-0.482677165,1.055556274
0.54,0.251181102,-0.482677165,0.88684039
0.59,0.251181102,-0.482677165,0.727724599
0.64,0.251181102,-0.482677165,0.674299055
0.69,0.251181102,-0.482677165,0.822653913
0.74,0.251181102,-0.482677165,1.240453027
0.79,0.251181102,-0.482677165,1.881655059
0.84,0.251181102,-0.482677165,2.671792368
0.89,0.251181102,-0.482677165,3.536397317
0.09,0.251181102,-0.382677165,3.992199756
0.14,0.251181102,-0.382677165,3.403285266
0.19,0.251181102,-0.382677165,2.853554484
0.24,0.251181102,-0.382677165,2.382191122
0.29,0.251181102,-0.382677165,2.028378889
0.34,0.251181102,-0.382677165,1.814636504
0.39,0.251181102,-0.382677165,1.696822734
0.44,0.251181102,-0.382677165,1.614131351
0.49,0.251181102,-0.382677165,1.505756133
0.54,0.251181102,-0.382677165,1.337040249
0.59,0.251181102,-0.382677165,1.177924458
0.64,0.251181102,-0.382677165,1.124498914
0.69,0.251181102,-0.382677165,1.272853772
0.74,0.251181102,-0.382677165,1.690652886
0.79,0.251181102,-0.382677165,2.331854918
0.84,0.251181102,-0.382677165,3.121992227
0.89,0.251181102,-0.382677165,3.986597175
0.09,0.251181102,-0.282677165,4.214080476
0.14,0.251181102,-0.282677165,3.625165985
0.19,0.251181102,-0.282677165,3.075435203
0.24,0.251181102,-0.282677165,2.604071841
0.29,0.251181102,-0.282677165,2.250259608
0.34,0.251181102,-0.282677165,2.036517224
0.39,0.251181102,-0.282677165,1.918703453
0.44,0.251181102,-0.282677165,1.836012071
0.49,0.251181102,-0.282677165,1.727636852
0.54,0.251181102,-0.282677165,1.558920968
0.59,0.251181102,-0.282677165,1.399805177
0.64,0.251181102,-0.282677165,1.346379633
0.69,0.251181102,-0.282677165,1.494734491
0.74,0.251181102,-0.282677165,1.912533605
0.79,0.251181102,-0.282677165,2.553735637
0.84,0.251181102,-0.282677165,3.343872946
0.89,0.251181102,-0.282677165,4.208477895
0.09,0.251181102,-0.182677165,4.266173189
0.14,0.251181102,-0.182677165,3.677258698
0.19,0.251181102,-0.182677165,3.127527917
0.24,0.251181102,-0.182677165,2.656164554
0.29,0.251181102,-0.182677165,2.302352321
0.34,0.251181102,-0.182677165,2.088609937
0.39,0.251181102,-0.182677165,1.970796166
0.44,0.251181102,-0.182677165,1.888104784
0.49,0.251181102,-0.182677165,1.779729565
0.54,0.251181102,-0.182677165,1.611013681
0.59,0.251181102,-0.182677165,1.45189789
0.64,0.251181102,-0.182677165,1.398472346
0.69,0.251181102,-0.182677165,1.546827204
0.74,0.251181102,-0.182677165,1.964626319
0.79,0.251181102,-0.182677165,2.60582835
0.84,0.251181102,-0.182677165,3.395965659
0.89,0.251181102,-0.182677165,4.260570608
0.09,0.251181102,-0.082677165,4.245384742
0.14,0.251181102,-0.082677165,3.656470251
0.19,0.251181102,-0.082677165,3.10673947
0.24,0.251181102,-0.082677165,2.635376108
0.29,0.251181102,-0.082677165,2.281563874
0.34,0.251181102,-0.082677165,2.06782149
0.39,0.251181102,-0.082677165,1.95000772
0.44,0.251181102,-0.082677165,1.867316337
0.49,0.251181102,-0.082677165,1.758941118
0.54,0.251181102,-0.082677165,1.590225235
0.59,0.251181102,-0.082677165,1.431109444
0.64,0.251181102,-0.082677165,1.3776839
0.69,0.251181102,-0.082677165,1.526038757
0.74,0.251181102,-0.082677165,1.943837872
0.79,0.251181102,-0.082677165,2.585039903
0.84,0.251181102,-0.082677165,3.375177213
0.89,0.251181102,-0.082677165,4.239782161
0.09,0.251181102,0.017322835,4.239626446
0.14,0.251181102,0.017322835,3.650711955
0.19,0.251181102,0.017322835,3.100981174
0.24,0.251181102,0.017322835,2.629617812
0.29,0.251181102,0.017322835,2.275805578
0.34,0.251181102,0.017322835,2.062063194
0.39,0.251181102,0.017322835,1.944249424
0.44,0.251181102,0.017322835,1.861558041
0.49,0.251181102,0.017322835,1.753182822
0.54,0.251181102,0.017322835,1.584466939
0.59,0.251181102,0.017322835,1.425351147
0.64,0.251181102,0.017322835,1.371925604
0.69,0.251181102,0.017322835,1.520280461
0.74,0.251181102,0.017322835,1.938079576
0.79,0.251181102,0.017322835,2.579281607
0.84,0.251181102,0.017322835,3.369418917
0.89,0.251181102,0.017322835,4.234023865
0.09,0.251181102,0.117322835,4.30082747
0.14,0.251181102,0.117322835,3.711912979
0.19,0.251181102,0.117322835,3.162182198
0.24,0.251181102,0.117322835,2.690818836
0.29,0.251181102,0.117322835,2.337006602
0.34,0.251181102,0.117322835,2.123264218
0.39,0.251181102,0.117322835,2.005450447
0.44,0.251181102,0.117322835,1.922759065
0.49,0.251181102,0.117322835,1.814383846
0.54,0.251181102,0.117322835,1.645667962
0.59,0.251181102,0.117322835,1.486552171
0.64,0.251181102,0.117322835,1.433126628
0.69,0.251181102,0.117322835,1.581481485
0.74,0.251181102,0.117322835,1.9992806
0.79,0.251181102,0.117322835,2.640482631
0.84,0.251181102,0.117322835,3.430619941
0.89,0.251181102,0.117322835,4.295224889
0.09,0.251181102,0.217322835,4.471921448
0.14,0.251181102,0.217322835,3.883006957
0.19,0.251181102,0.217322835,3.333276176
0.24,0.251181102,0.217322835,2.861912814
0.29,0.251181102,0.217322835,2.50810058
0.34,0.251181102,0.217322835,2.294358196
0.39,0.251181102,0.217322835,2.176544425
0.44,0.251181102,0.217322835,2.093853043
0.49,0.251181102,0.217322835,1.985477824
0.54,0.251181102,0.217322835,1.81676194
0.59,0.251181102,0.217322835,1.657646149
0.64,0.251181102,0.217322835,1.604220606
0.69,0.251181102,0.217322835,1.752575463
0.74,0.251181102,0.217322835,2.170374578
0.79,0.251181102,0.217322835,2.811576609
0.84,0.251181102,0.217322835,3.601713919
0.89,0.251181102,0.217322835,4.466318867
0.09,0.251181102,0.317322835,4.77595086
0.14,0.251181102,0.317322835,4.187036369
0.19,0.251181102,0.317322835,3.637305587
0.24,0.251181102,0.317322835,3.165942225
0.29,0.251181102,0.317322835,2.812129992
0.34,0.251181102,0.317322835,2.598387608
0.39,0.251181102,0.317322835,2.480573837
0.44,0.251181102,0.317322835,2.397882455
0.49,0.251181102,0.317322835,2.289507236
0.54,0.251181102,0.317322835,2.120791352
0.59,0.251181102,0.317322835,1.961675561
0.64,0.251181102,0.317322835,1.908250017
0.69,0.251181102,0.317322835,2.056604875
0.74,0.251181102,0.317322835,2.474403989
0.79,0.251181102,0.317322835,3.115606021
0.84,0.251181102,0.317322835,3.90574333
0.89,0.251181102,0.317322835,4.770348278
0.09,0.251181102,0.417322835,5.156393565
0.14,0.251181102,0.417322835,4.567479074
0.19,0.251181102,0.417322835,4.017748293
0.24,0.251181102,0.417322835,3.546384931
0.29,0.251181102,0.417322835,3.192572697
0.34,0.251181102,0.417322835,2.978830313
0.39,0.251181102,0.417322835,2.861016542
0.44,0.251181102,0.417322835,2.77832516
0.49,0.251181102,0.417322835,2.669949941
0.54,0.251181102,0.417322835,2.501234057
0.59,0.251181102,0.417322835,2.342118266
0.64,0.251181102,0.417322835,2.288692722
0.69,0.251181102,0.417322835,2.43704758
0.74,0.251181102,0.417322835,2.854846695
0.79,0.251181102,0.417322835,3.496048726
0.84,0.251181102,0.417322835,4.286186036
0.89,0.251181102,0.417322835,5.150790984
